timestamp,reqType,service,rt,numberOfReqs 
1421504935232,local,bitDepthReduction,284,1
1421504935233,local,videoProvisioner,25868,1
1421504964657,local,checkIfAvailable,264,1
1421504968868,local,scaleVideo,83469,1
1421504970440,local,transcodeVideo,1571,1
1421504970676,local,downloadVideo,6019,1
1421504970676,local,getVideoResource,6283,1
1421504970770,local,bitDepthReduction,329,1
1421504970771,local,videoProvisioner,86417,1
1421504993524,local,scaleVideo,22847,1
1421504994736,local,transcodeVideo,1211,1
1421504994988,local,bitDepthReduction,251,1
1421504994988,local,videoProvisioner,30596,1
1421505070128,local,checkIfAvailable,5687,1
1421505070844,local,downloadVideo,715,1
1421505070845,local,getVideoResource,6405,1
1421505137072,local,scaleVideo,66227,1
1421505138020,local,transcodeVideo,947,1
1421505139340,local,bitDepthReduction,1319,1
1421505139341,local,videoProvisioner,74901,1
1421505187428,local,checkIfAvailable,429,1
1421505188280,local,downloadVideo,851,1
1421505188281,local,getVideoResource,1283,1
1421505214380,local,scaleVideo,26099,1
1421505215700,local,transcodeVideo,1319,1
1421505223036,local,bitDepthReduction,7335,1
1421505223037,local,videoProvisioner,36039,1
1421505254996,local,checkIfAvailable,456,1
1421505255144,local,downloadVideo,147,1
1421505255145,local,getVideoResource,605,1
1421505266496,local,checkIfAvailable,1955,1
1421505267904,local,downloadVideo,1407,1
1421505267905,local,getVideoResource,3364,1
1421505277700,local,checkIfAvailable,3147,1
1421505283327,local,scaleVideo,28182,1
1421505284039,local,transcodeVideo,709,1
1421505285132,local,downloadVideo,7431,1
1421505285133,local,getVideoResource,10586,1
1421505294900,local,bitDepthReduction,10860,1
1421505294901,local,videoProvisioner,40361,1
1421505298688,local,scaleVideo,13555,1
1421505299768,local,transcodeVideo,1079,1
1421505300808,local,scaleVideo,32902,1
1421505301276,local,transcodeVideo,467,1
1421505301388,local,bitDepthReduction,1620,1
1421505301389,local,videoProvisioner,26843,1
1421505305256,local,bitDepthReduction,3979,1
1421505305257,local,videoProvisioner,40717,1
1421505312844,local,checkIfAvailable,780,1
1421505316016,local,downloadVideo,3171,1
1421505316017,local,getVideoResource,3953,1
1421505340860,local,scaleVideo,24843,1
1421505343868,local,transcodeVideo,3007,1
1421505347388,local,bitDepthReduction,3519,1
1421505347389,local,videoProvisioner,35325,1
1421505375068,local,checkIfAvailable,474,1
1421505375392,local,downloadVideo,323,1
1421505375392,local,getVideoResource,798,1
1421505400984,local,scaleVideo,25591,1
1421505401608,local,transcodeVideo,623,1
1421505401636,local,bitDepthReduction,27,1
1421505401636,local,videoProvisioner,27043,1
1421505489864,local,checkIfAvailable,215,1
1421505491228,local,downloadVideo,1363,1
1421505491229,local,getVideoResource,1581,1
1421505576244,local,scaleVideo,85015,1
1421505576524,local,transcodeVideo,279,1
1421505579396,local,bitDepthReduction,2871,1
1421505579397,local,videoProvisioner,89749,1
1421505613344,local,checkIfAvailable,1136,1
1421505616713,local,checkIfAvailable,2004,1
1421505617164,local,downloadVideo,450,1
1421505617165,local,getVideoResource,2457,1
1421505620104,local,downloadVideo,6758,1
1421505620105,local,getVideoResource,7897,1
1421505632643,local,scaleVideo,15477,1
1421505632858,local,transcodeVideo,214,1
1421505633984,local,bitDepthReduction,1125,1
1421505633984,local,videoProvisioner,19276,1
1421505645228,local,scaleVideo,25123,1
1421505645948,local,transcodeVideo,719,1
1421505646476,local,bitDepthReduction,527,1
1421505646477,local,videoProvisioner,34270,1
1421514578233,local,checkIfAvailable,543,1
1421514578984,local,downloadVideo,749,1
1421514578984,local,getVideoResource,1294,1
1421514594047,local,checkIfAvailable,102,1
1421514598726,local,downloadVideo,4677,1
1421514598727,local,getVideoResource,4786,1
1421514623274,local,scaleVideo,24546,1
1421514623451,local,transcodeVideo,176,1
1421514623604,local,bitDepthReduction,150,1
1421514623605,local,videoProvisioner,29665,1
1421514627812,local,checkIfAvailable,90,1
1421514632989,local,downloadVideo,5175,1
1421514632990,local,getVideoResource,5269,1
1421514643749,local,scaleVideo,10758,1
1421514644673,local,transcodeVideo,923,1
1421514646262,local,bitDepthReduction,1588,1
1421514646264,local,videoProvisioner,18544,1
1421514658116,local,scaleVideo,79131,1
1421514659444,local,transcodeVideo,1327,1
1421514663536,local,bitDepthReduction,4091,1
1421514663536,local,videoProvisioner,85848,1
1421514679300,local,checkIfAvailable,272,1
1421514684164,local,downloadVideo,4863,1
1421514684164,local,getVideoResource,5137,1
1421514710780,local,scaleVideo,26615,1
1421514710804,local,transcodeVideo,23,1
1421514711568,local,bitDepthReduction,764,1
1421514711568,local,videoProvisioner,32541,1
1421503185606,local,checkIfAvailable,126,1
1421503186953,local,downloadVideo,1343,1
1421503186955,local,getVideoResource,1475,1
1421503210048,local,scaleVideo,23093,1
1421503210984,local,transcodeVideo,935,1
1421503211192,local,bitDepthReduction,207,1
1421503211193,local,videoProvisioner,25714,1
1421503225625,local,checkIfAvailable,147,1
1421503226873,local,downloadVideo,1248,1
1421503226873,local,getVideoResource,1395,1
1421503245879,remote,checkIfAvailable,387,1
1421503253384,local,scaleVideo,26510,1
1421503254157,local,checkIfAvailable,667,1
1421503254393,local,transcodeVideo,1007,1
1421503255423,local,downloadVideo,1265,1
1421503255424,local,getVideoResource,1937,1
1421503258778,local,bitDepthReduction,4384,1
1421503258780,local,videoProvisioner,33303,1
1421503274329,remote,transcodeVideo,869,1
