timestamp,reqType,service,rt,numberOfReqs 
1422216746819,local,applySubtitles,135,1
1422216746819,local,videoProvisioner,17384,1
1422216751239,local,checkIfAvailable,339,1
1422216752487,local,downloadVideo,1248,1
1422216752487,local,getVideoResource,1588,1
1422216761684,local,checkIfAvailable,882,1
1422216762102,local,downloadVideo,417,1
1422216762103,local,getVideoResource,1302,1
1422216778974,local,scaleVideo,26486,1
1422216779040,local,transcodeVideo,65,1
1422216782804,local,bitDepthReduction,3763,1
1422216782804,local,videoProvisioner,31905,1
1422216788603,local,scaleVideo,26499,1
1422216789955,local,transcodeVideo,1351,1
1422216790947,local,bitDepthReduction,992,1
1422216790947,local,videoProvisioner,30146,1
1422216909547,local,checkIfAvailable,1100,1
1422216913167,local,downloadVideo,3619,1
1422216913167,local,getVideoResource,4721,1
1422216936503,local,scaleVideo,23335,1
1422216937403,local,transcodeVideo,900,1
1422216937907,local,bitDepthReduction,503,1
1422216937907,local,videoProvisioner,29461,1
1422216974603,local,checkIfAvailable,1396,1
1422216979235,local,downloadVideo,4631,1
1422216979235,local,getVideoResource,6029,1
1422217003331,local,scaleVideo,24095,1
1422217004083,local,transcodeVideo,751,1
1422217005583,local,bitDepthReduction,1499,1
1422217005583,local,videoProvisioner,32377,1
1422217101207,local,checkIfAvailable,1890,1
1422217101651,local,downloadVideo,443,1
1422217101651,local,getVideoResource,2335,1
1422217114922,local,checkIfAvailable,1970,1
1422217115686,local,downloadVideo,763,1
1422217115687,local,getVideoResource,2736,1
1422217121374,local,scaleVideo,19722,1
1422217121558,local,transcodeVideo,183,1
1422217122060,local,bitDepthReduction,501,1
1422217122061,local,videoProvisioner,22745,1
1422217139607,local,scaleVideo,23919,1
1422217142371,local,transcodeVideo,2763,1
1422217143679,local,bitDepthReduction,1307,1
1422217143679,local,videoProvisioner,30728,1
1422217285715,local,checkIfAvailable,2021,1
1422217285939,local,downloadVideo,224,1
1422217285939,local,getVideoResource,2245,1
1422217309878,local,checkIfAvailable,3699,1
1422217312118,local,scaleVideo,26178,1
